tweet_id,text,intent,multi_issue,context_required,note,confidence,final_intent,final_multi_issue,final_context_required,reviewer_note,reviewed
1467741,Hey @AppleSupport why are words with apostrophes killing the character count on texts like it’s an emoji shits dumb,FEATURE_SETTINGS,No,No,Messages app character-count bug involving apostrophes.,0.65,FEATURE_SETTINGS,No,No,Apostrophes affecting the Messages character count is an app-behavior settings bug.,yes
1478058,@AppleSupport why is I­t­ everytime I️ type the letter “I️”  I­t­ shoes up with an A and a question mark? I️ can’t do lowercase I️ either.,FEATURE_SETTINGS,No,No,The well-known 'I' autocorrect bug.,0.75,FEATURE_SETTINGS,No,No,"Describes the letter 'I' being replaced with symbols, an autocorrect/keyboard feature bug.",yes
1487460,@AppleSupport I need your help please help me out,CONTEXT_REQUIRED,No,Yes,Generic help request with no topic content; likely continues a prior thread.,0.55,CONTEXT_REQUIRED,No,Yes,Generic request for help with no topic or issue named.,yes
1488883,Wtf is this @AppleSupport is I️ https://t.co/UWh3AJsaRw,CONTEXT_REQUIRED,No,Yes,Relies heavily on an attached image ('is this'); 'I' glyph in the text hints at the known autocorrect bug.,0.5,CONTEXT_REQUIRED,No,Yes,"Relies on an attached image ('is this') to show the issue, which isn't described in text.",yes
1497016,"@AppleSupport 11.0.3 not working for Hulu, Netflix, directv, and adult swim",IOS_UPDATE_ISSUE,No,No,"Multiple streaming apps broken, explicitly tied to the 11.0.3 update.",0.7,IOS_UPDATE_ISSUE,No,No,Multiple streaming apps breaking is explicitly tied to the 11.0.3 update.,yes
1500780,Somebody get @AppleSupport on the line &amp; ask them why my keyboard is malfunctioning every time you type “I️”,FEATURE_SETTINGS,No,No,Explicit keyboard malfunction ('malfunctioning every time you type I').,0.75,FEATURE_SETTINGS,No,No,"Explicit keyboard malfunction when typing the letter 'I,' a feature/settings bug.",yes
1502047,Wait has @115858 @AppleSupport not said anything about the I️ issue?!,FEATURE_SETTINGS,No,No,References 'the I issue' (the known autocorrect bug) but is a meta-question about Apple's response rather than a personal symptom report.,0.55,FEATURE_SETTINGS,No,No,"Asks whether Apple has addressed the known 'I' issue, referencing the same keyboard bug.",yes
1508683,@AppleSupport please fix this terrible glitch that turns the letter i into this situation so my awful joke can thrive,FEATURE_SETTINGS,No,No,Explicit reference to the letter-i autocorrect glitch.,0.75,FEATURE_SETTINGS,No,No,"Asks to fix the letter-'i' autocorrect glitch, a keyboard feature bug.",yes
1509359,@AppleSupport Thanks. We can only change temperature unit. I want to change Wind speed and visibility to kilometers. Is it possible?,FEATURE_SETTINGS,No,No,Weather app unit-customization limitation (wind speed/visibility).,0.75,FEATURE_SETTINGS,No,No,"Asks about changing Weather app measurement units, a settings customization question.",yes
1526077,So i update my phone and it keeps putting a stupid question mark instead of the letter I what is this? @115858  @AppleSupport,IOS_UPDATE_ISSUE,No,No,Frames the autocorrect glyph bug as starting after 'i update my phone'; ambiguous with FEATURE_SETTINGS since causation phrasing is loose.,0.6,IOS_UPDATE_ISSUE,No,No,Ties the question-mark-for-'I' glitch to updating the phone.,yes
1534998,When I AirPlay I only hear audio - no video @AppleSupport. I have had my Apple TV 3 weeks &amp; have had nothing but trouble 😡😡😡😡,FEATURE_SETTINGS,No,No,AirPlay audio-only/no-video behavior; ambiguous with HARDWARE_REPAIR given 'nothing but trouble' on a brand-new Apple TV.,0.55,FEATURE_SETTINGS,No,No,AirPlay only sending audio and no video is a feature/settings functionality issue.,yes
1535006,@AppleSupport It's when I tried to download the update. But my phone never updated,IOS_UPDATE_ISSUE,No,No,Explicit failed/incomplete update download.,0.8,IOS_UPDATE_ISSUE,No,No,"Describes an update download that never completed, an update-process failure.",yes
1536979,@AppleSupport I'm trying to sync the music from iTunes onto my iPod and every time it's almost done it cancels the sync??,APPLE_SERVICE_ISSUE,No,No,iTunes-to-iPod sync repeatedly cancels before completion.,0.7,APPLE_SERVICE_ISSUE,No,No,iTunes-to-iPod music sync repeatedly cancelling is a sync/service problem.,yes
1539343,@AppleSupport Why Does My Phone Keep Turning On &amp; Off Randomly Even When It’s Fully Charged ?Causing Me To Restart What I’m Doing Over Again,BATTERY_CHARGING,No,No,Device randomly power-cycling despite being fully charged -- a power problem.,0.8,BATTERY_CHARGING,No,No,Random power-cycling even when fully charged is a battery/power problem.,yes
1539943,Hi @AppleSupport why did the iOS 11.1 update make me unable to type an uppercase i. FIGURE IT OUT. https://t.co/Zd5Lkhxtqy,IOS_UPDATE_ISSUE,No,No,Explicit causation: 'the iOS 11.1 update made me unable to type an uppercase i.',0.85,IOS_UPDATE_ISSUE,No,No,Inability to type an uppercase 'i' is explicitly blamed on the iOS 11.1 update.,yes
1592368,What’s up with the weird ass boxes and text @AppleSupport,FEATURE_SETTINGS,No,No,"Vague description of garbled boxes/text, likely the same character-rendering glitch as the 'I' bug family, but very thin detail.",0.45,FEATURE_SETTINGS,No,No,"Vague description of garbled boxes and text, an app display/feature issue.",yes
1623857,@AppleSupport my phone keeps telling me I have no more storage yet i have been deleting apps and files...help!,FEATURE_SETTINGS,No,No,Storage-reporting problem despite deleting apps/files -- explicitly a storage/settings functionality issue.,0.85,FEATURE_SETTINGS,No,No,Storage still shown as full after deleting apps and files is a settings/functionality issue.,yes
1631172,@AppleSupport having a lot less battery life on my iPhone after the last update. Can you help me?,IOS_UPDATE_ISSUE,No,No,Battery life drop explicitly tied to 'the last update.',0.85,IOS_UPDATE_ISSUE,No,No,Reduced battery life is explicitly attributed to 'the last update.',yes
1640869,@115858 @AppleSupport @115948 @2310 I️,CONTEXT_REQUIRED,No,Yes,Just the letter 'I' with mentions and no other text; unclassifiable without the thread it belongs to.,0.6,CONTEXT_REQUIRED,No,Yes,"Just the letter 'I' and mentions, with no describable issue in the text.",yes
1649568,@AppleSupport can you please make it so eye can type properly again? Thanks,FEATURE_SETTINGS,No,No,Asks to be able to type 'I' again ('eye' workaround) -- the known autocorrect bug.,0.7,FEATURE_SETTINGS,No,No,"Asks to type 'I' properly again, referencing the known autocorrect bug.",yes
1656155,@AppleSupport @70760,CONTEXT_REQUIRED,No,Yes,"Only a mention, no text content at all.",0.5,CONTEXT_REQUIRED,No,Yes,Only a mention with no other text content.,yes
1657308,Why my predictive texting screwed up??? @AppleSupport,FEATURE_SETTINGS,No,No,Explicit predictive-text/autocorrect malfunction.,0.8,FEATURE_SETTINGS,No,No,"Explicit predictive-text malfunction, a keyboard/feature bug.",yes
1674783,Hey @AppleSupport can you please explain why the hecking heck all my “I’s” are autocorrecting to this nonsense https://t.co/LF2WKumAT1,FEATURE_SETTINGS,No,No,Explicit autocorrect malfunction on the letter 'I'.,0.8,FEATURE_SETTINGS,No,No,Explicit autocorrect malfunction affecting the letter 'I.',yes
1693444,All my messages just erased @AppleSupport what is going on 🤔,FEATURE_SETTINGS,No,No,Messages data loss ('all my messages erased'); ambiguous with APPLE_SERVICE_ISSUE if iMessage/iCloud sync caused it.,0.55,FEATURE_SETTINGS,No,No,"All messages being erased describes app data loss, a Messages feature/functionality issue.",yes
1735927,@AppleSupport Starting Siri by itself,FEATURE_SETTINGS,No,No,Fragment describing Siri activating on its own; topic (Siri behavior) is identifiable despite the incomplete sentence.,0.55,FEATURE_SETTINGS,No,No,"Describes Siri activating on its own, a feature-behavior report despite the fragment phrasing.",yes
1743534,@AppleSupport YOU FUCKING FIX IT YOU BROKE IT DAMMIT,CONTEXT_REQUIRED,No,Yes,Angry reaction referencing 'it' with no technical detail on what was broken.,0.75,CONTEXT_REQUIRED,No,Yes,Angry reference to 'it' being broken without any technical detail on what failed.,yes
1748070,@AppleSupport are you guys gonna fix the “I️” glitch? It’s beginning to become very annoying and I’m sure I️t wouldn’t take much to fix,FEATURE_SETTINGS,No,No,Explicit reference to the 'I' glitch.,0.75,FEATURE_SETTINGS,No,No,"Asks if Apple will fix the 'I' glitch, referencing the known keyboard bug.",yes
1756336,@AppleSupport  https://t.co/SZQGpDxr7s,CONTEXT_REQUIRED,No,Yes,"Media-only tweet (just a link), no text content.",0.85,CONTEXT_REQUIRED,No,Yes,"Only a link is shared, with no text describing the issue.",yes
1773650,Fix the damn “I️” situation @115858 @AppleSupport,FEATURE_SETTINGS,No,No,Explicit reference to the 'I' situation/bug.,0.75,FEATURE_SETTINGS,No,No,"Demands a fix for the 'I' situation, the known autocorrect bug.",yes
1776227,"@AppleSupport Way ahead of y’all, been did that.",CONTEXT_REQUIRED,No,Yes,'Been did that' -- confirms a prior suggested action with no new content.,0.85,CONTEXT_REQUIRED,No,Yes,'Been did that' confirms a prior suggested step with no new issue detail.,yes
1785808,@AppleSupport Everywhere lol it’s not anywhere,CONTEXT_REQUIRED,No,Yes,Cryptic reply ('Everywhere lol it's not anywhere') requires prior context.,0.8,CONTEXT_REQUIRED,No,Yes,Cryptic reply ('Everywhere... it's not anywhere') that only makes sense with prior context.,yes
1846041,@AppleSupport I do not have an activation key.,ACCOUNT_LOGIN,No,No,Missing activation key -- an account/activation issue.,0.7,ACCOUNT_LOGIN,No,No,"Missing an activation key is explicitly stated as the problem, an account-activation issue.",yes
1846726,"@AppleSupport Thanks @AppleSupport , 2017 model. A month old Brand new laptop. I've been collaborating with Support. Since 2weeks.",CONTEXT_REQUIRED,No,Yes,Device/age/support-history info with no specific symptom named in this message.,0.75,CONTEXT_REQUIRED,No,Yes,Gives device age and support history but no specific symptom in this message.,yes
1849009,@AppleSupport As I always do on my phone with household internet.,CONTEXT_REQUIRED,No,Yes,'As I always do' references an unspecified prior action/setting.,0.8,CONTEXT_REQUIRED,No,Yes,'As I always do' references an unspecified prior action or setting.,yes
1862049,Cheers @AppleSupport for deleting all my notes! Not the only thing that's happened either 😒 Think it's time to switch to @125607 📱,FEATURE_SETTINGS,No,No,Notes app data loss (deleted notes); ambiguous with APPLE_SERVICE_ISSUE if iCloud sync caused the deletion.,0.55,FEATURE_SETTINGS,No,No,Deleted Notes data is described as an app data-loss/feature issue.,yes
1868488,"@AppleSupport I have to turn off the iPad to restart it, all this issues started since I update iOs to the 11 version and keeping it update. (4)",IOS_UPDATE_ISSUE,No,No,Restart requirement explicitly tied to 'since I update iOs to the 11 version.',0.8,IOS_UPDATE_ISSUE,No,No,Needing to restart the iPad is explicitly said to have started after updating to iOS 11.,yes
1919561,My iPhone 6 keeps on dying! Is my battery dead or is my charger faulty??? @AppleSupport @115858,BATTERY_CHARGING,No,No,Explicit battery/charger power problem.,0.9,BATTERY_CHARGING,No,No,Explicitly asks whether the battery or charger is causing the device to keep dying.,yes
1924755,"My iPhone 6s screen is completely cracked, but I am still under warranty. Will @115858  fix my screen for free?@AppleSupport",HARDWARE_REPAIR,No,No,"Cracked screen, asking about warranty repair.",0.95,HARDWARE_REPAIR,No,No,A cracked screen under warranty is a physical hardware repair question.,yes
1938106,"@AppleSupport iOS 11 sucks. OMG! Bluetooth, WiFi, keyboard a lot of apps like KĒVO it’s doesn’t work.",IOS_UPDATE_ISSUE,No,No,"Bluetooth, Wi-Fi, keyboard, and app problems are all explicitly attributed to iOS 11 -- one root cause with several symptoms across domains.",0.7,IOS_UPDATE_ISSUE,No,No,"Bluetooth, WiFi, keyboard, and app problems are all explicitly blamed on iOS 11.",yes
1973718,"Hey @AppleSupport, why is the letter “I️” showing up as “A ?” on all my devices?",FEATURE_SETTINGS,No,No,The 'I' autocorrect bug.,0.8,FEATURE_SETTINGS,No,No,The letter 'I' displaying incorrectly across devices is the known autocorrect feature bug.,yes
1990001,@AppleSupport I️ am tired of not being able to see the “I️”. All it shows is an “A” and a boxed question mark. I’m fed up.,FEATURE_SETTINGS,No,No,The 'I' autocorrect bug.,0.8,FEATURE_SETTINGS,No,No,"Describes 'I' rendering as 'A' with a boxed question mark, the known autocorrect bug.",yes
1998288,"@AppleSupport GM. I've tried updating my 6 Plus to 10.3.3 several times, with several methods, but nothing has worked. Any tips?",IOS_UPDATE_ISSUE,No,No,Repeated failed update attempts across multiple methods.,0.85,IOS_UPDATE_ISSUE,No,No,Multiple failed attempts to update to 10.3.3 describe an update-process failure.,yes
2001799,@AppleSupport your software update is dreadful,IOS_UPDATE_ISSUE,No,No,Vague complaint about update quality with no specific symptom.,0.55,IOS_UPDATE_ISSUE,No,No,"Vague complaint that a software update is 'dreadful,' with no specific symptom named.",yes
2015343,"@AppleSupport Does this restore the iPad to its factory settings or when it works again, does it keep everything it had when it started???",CONTEXT_REQUIRED,No,Yes,Question about what a restore process ('this'/'it') will do -- refers to an unspecified prior troubleshooting step.,0.8,CONTEXT_REQUIRED,No,Yes,"Asks what a restore process will do to data, referencing an unnamed prior troubleshooting step.",yes
2032624,Omfg now it’s with “it’s” w these ducking A ??? Lol @AppleSupport FIX IT WTF,FEATURE_SETTINGS,No,No,Garbled wording but matches the letter-substitution autocorrect bug pattern.,0.55,FEATURE_SETTINGS,No,No,Garbled text but matches the letter-substitution pattern seen in the autocorrect bug reports.,yes
2048750,"@AppleSupport hi, do all ur products have a warranty? I got my phone from my cell provider last November.",HARDWARE_REPAIR,No,No,General warranty-coverage question.,0.7,HARDWARE_REPAIR,No,No,"General question about product warranty coverage, a hardware-support question.",yes
2050555,"@AppleSupport The service centre is in Hyderabad, India",CONTEXT_REQUIRED,No,Yes,Location info with no stated purpose in this message.,0.8,CONTEXT_REQUIRED,No,Yes,Shares a service-centre location with no stated purpose in this message.,yes
2054302,@AppleSupport hey apple my iPhone is keep freezing from iOS 11 to iOS 11.0.2 it’s more like a downgrade I reckon,IOS_UPDATE_ISSUE,No,No,Freezing explicitly tied to updating between iOS 11 versions.,0.8,IOS_UPDATE_ISSUE,No,No,Freezing is explicitly tied to updating between iOS 11 and 11.0.2.,yes
2057023,@AppleSupport can I downgrade my phone OS from iOS 11.0 to iOS 10? #BatteryDrain,IOS_UPDATE_ISSUE,No,No,"Wants to downgrade from iOS 11 due to battery drain (#BatteryDrain), explicitly tied to the update.",0.75,IOS_UPDATE_ISSUE,No,No,Wanting to downgrade due to '#BatteryDrain' explicitly ties the battery problem to the iOS 11 update.,yes
2060983,@AppleSupport Example: I connect to xfinity WiFi of friends instead of getting their password. I don’t want to connect to random routers while driving,NETWORK_CONNECTIVITY,No,No,Describes unwanted auto-connection to Wi-Fi networks; phrased as clarifying a prior question ('Example:').,0.55,NETWORK_CONNECTIVITY,No,No,"Describes unwanted automatic connections to WiFi networks while driving, a connectivity behavior issue.",yes
2071920,@AppleSupport there seems to be an issue with emails not deleting when I delete them from the lock screen or notifications screen. Any fixes coming for this?,FEATURE_SETTINGS,No,No,Mail app deletion-from-notifications bug.,0.75,FEATURE_SETTINGS,No,No,Emails not deleting from notifications or the lock screen is a Mail app functionality bug.,yes
2075393,"@AppleSupport restored and working again. The issue was - the wifi settings show my wlan as connected but in the upper left on home screen it said ""Searching"". Could not call or use internet.",NETWORK_CONNECTIVITY,No,No,Wi-Fi shows connected but device can't call or use the internet.,0.75,NETWORK_CONNECTIVITY,No,No,"Wi-Fi shows connected but calls and internet don't work, a connectivity problem.",yes
2078783,@558219 @AppleSupport Like when the message comes in having it say “message” rather than show what it says,FEATURE_SETTINGS,No,No,Notification preview shows generic 'message' text; phrased as a continuing example ('Like when...') so may depend on prior context.,0.5,FEATURE_SETTINGS,No,No,Message previews showing generic 'message' text instead of content is a notification-settings issue.,yes
2082052,hi @AppleSupport why cant i sign up for the plan on apple music?,PURCHASE_BILLING,No,No,Can't sign up for an Apple Music plan; ambiguous with ACCOUNT_LOGIN/APPLE_SERVICE_ISSUE since 'sign up for the plan' is a subscription action.,0.55,PURCHASE_BILLING,No,No,"Can't sign up for an Apple Music plan, framed as a subscription/purchase problem.",yes
2118428,@AppleSupport when you gonna fix the I,FEATURE_SETTINGS,No,No,Short reference to 'the I' bug.,0.7,FEATURE_SETTINGS,No,No,"Short reference to 'the I' bug, the known autocorrect feature issue.",yes
2127279,"Everyone having issues. Me, I updated my phone and I don't have the new emojis @AppleSupport. Fix it.",IOS_UPDATE_ISSUE,No,No,Missing emoji feature explicitly tied to updating the phone; ambiguous with FEATURE_SETTINGS.,0.6,IOS_UPDATE_ISSUE,No,No,Missing new emojis is explicitly tied to having just updated the phone.,yes
2134327,@AppleSupport I’m not reading any fucking article. Since I️ updated I️ can barely type without my phone freezing. Fix this shit‼️,IOS_UPDATE_ISSUE,No,No,Typing trouble and freezing both explicitly tied to 'since I updated' -- one root cause.,0.8,IOS_UPDATE_ISSUE,No,No,Typing trouble and freezing are both explicitly tied to 'since I updated.',yes
2143941,"@AppleSupport So basically, every time I respond to my boss, I have to look uneducated... thanks guys👌",CONTEXT_REQUIRED,No,Yes,Sarcastic remark implying an unnamed bug (likely the 'I' autocorrect issue) without restating it explicitly.,0.6,CONTEXT_REQUIRED,No,Yes,Sarcastic remark implies a bug (likely the 'I' issue) without naming it explicitly.,yes
2144089,"To be clear, the genius move @115858 @AppleSupport to fix the problem with the letter “I️” is to just not use it? I️ want my @11999 back.",FEATURE_SETTINGS,No,No,Explicit reference to the 'I' letter problem.,0.75,FEATURE_SETTINGS,No,No,"Sarcastically references the letter 'I' problem, the known autocorrect feature bug.",yes
2179474,@AppleSupport It always freezes,DEVICE_PERFORMANCE,No,No,"'It always freezes' -- clear performance keyword, though the referent of 'it' is unspecified.",0.55,DEVICE_PERFORMANCE,No,No,'It always freezes' names a performance symptom even though 'it' isn't specified.,yes
2207006,"@AppleSupport On iPhone 6s that was, with the latest iOS update.",CONTEXT_REQUIRED,No,Yes,Fragment supplying device/update context to an unnamed prior issue.,0.8,CONTEXT_REQUIRED,No,Yes,Fragment adding device and update details to a problem that isn't named here.,yes
2274202,@AppleSupport i didnt plus i checked my icloud i didnt see,CONTEXT_REQUIRED,No,Yes,Garbled/incomplete reply referencing iCloud without stating what was being looked for.,0.75,CONTEXT_REQUIRED,No,Yes,Garbled reply about checking iCloud without stating what was being searched for.,yes
2278492,"@AppleSupport my the volume buttons on my Apple earphones aren’t working, only new less then 2-3 weeks old got them with my new 8plus. Any help!! Thanks",HARDWARE_REPAIR,No,No,New earphones' physical volume buttons not working.,0.85,HARDWARE_REPAIR,No,No,New earphones' physical volume buttons not working is a hardware defect.,yes
2280958,@AppleSupport What is this crap? I’ve lots almost 600 photos from this. https://t.co/6p3hVHjfwr,APPLE_SERVICE_ISSUE,No,No,"Lost ~600 photos; likely iCloud Photos sync/loss, but the cause ('this') is not stated -- ambiguous.",0.5,APPLE_SERVICE_ISSUE,No,No,Losing around 600 photos points to an iCloud Photos sync/service problem.,yes
2286869,@AppleSupport Ever since the Apple genus people factory reset my laptop If I do small things the pinwheel spins for 15 seconds before I can continue... this repeats every 30 seconds,DEVICE_PERFORMANCE,No,No,Recurring spinning-beachball delay after a factory reset -- a performance symptom.,0.75,DEVICE_PERFORMANCE,No,No,Recurring beachball delays after a factory reset describe a performance problem.,yes
2298336,@AppleSupport still waiting for my iwatch to be replaced it's been almost 45days and I haven't got any positive response from your support team.. This is so Unprofessional act,HARDWARE_REPAIR,No,No,Long-delayed Apple Watch replacement.,0.8,HARDWARE_REPAIR,No,No,A long-delayed Apple Watch replacement is a hardware repair/service delay.,yes
2300177,@AppleSupport home button randomly stopped working. #AssistiveTouch activated but not ideal. Any recommendations / average price to fix? #iphoneproblems,HARDWARE_REPAIR,No,No,"Physical home button failure, asking about repair pricing.",0.9,HARDWARE_REPAIR,No,No,A physically failed home button is a hardware repair question.,yes
2304296,.@AppleSupport This battery drain issue is real. 100% to 55% &lt; an hour. IPhone7. No battery issues on 10.x Same phone 11.1 different story. https://t.co/q8i9EOZHjQ,IOS_UPDATE_ISSUE,No,No,Battery drain explicitly contrasted between iOS 10.x (fine) and 11.1 (bad) -- update-caused.,0.7,IOS_UPDATE_ISSUE,No,No,Battery drain is explicitly contrasted between iOS 10.x (fine) and 11.1 (fast-draining).,yes
2304376,"@668615 @115858 @AppleSupport Ja, haha. voll lustig und so. nur dass es mir null hilft.",CONTEXT_REQUIRED,No,Yes,Sarcastic one-line reply with no topic content of its own.,0.85,CONTEXT_REQUIRED,No,Yes,Sarcastic one-line reply with no topic content of its own.,yes
2307214,@AppleSupport Thank you were right.,CONTEXT_REQUIRED,No,Yes,'Thank you were right' -- pure acknowledgement.,0.9,CONTEXT_REQUIRED,No,Yes,'Thank you were right' is a closing acknowledgement with no issue detail.,yes
2309888,"Meu celular ta todo lerdo,travando,arruma isso @AppleSupport",DEVICE_PERFORMANCE,No,No,Explicit slow/freezing device complaint.,0.85,DEVICE_PERFORMANCE,No,No,Explicitly reports the phone as slow and freezing.,yes
2322568,"@245886 @AppleSupport Yes right without the password,",CONTEXT_REQUIRED,No,Yes,Fragment ('Yes right without the password') -- password mention hints at ACCOUNT_LOGIN but the question it answers is unknown.,0.6,CONTEXT_REQUIRED,No,Yes,Fragment mentioning a password without stating what question it's answering.,yes
2336131,@AppleSupport This is why I said no to Spotify ❤️,CONTEXT_REQUIRED,No,Yes,'This is why I said no to Spotify' references an unspecified prior reason.,0.75,CONTEXT_REQUIRED,No,Yes,References an unspecified earlier reason for avoiding Spotify.,yes
2343652,My iphone 7 is frozen like this for the last 2 hours i tried to force rest and still not working.. i think @115858 really dont want us to use their phones no more @AppleSupport https://t.co/DQbcQpDAzZ,DEVICE_PERFORMANCE,No,No,Device frozen for hours; force-restart attempt did not help.,0.85,DEVICE_PERFORMANCE,No,No,Device frozen for hours even after a force-restart attempt is a performance issue.,yes
2345955,@AppleSupport does my MacBook Pro Thunderbolt 3 output provide enough wattage for fast charging with my iPhone X?,BATTERY_CHARGING,No,No,Question about charging wattage/compatibility.,0.65,BATTERY_CHARGING,No,No,Asks about charging wattage compatibility with a specific iPhone model.,yes
2376112,"My entire phone isn't working! @115858 every app is crashing, my phone literally freezes every 2-3 mins WTF?! @AppleSupport",DEVICE_PERFORMANCE,No,No,Explicit app crashing and frequent freezing.,0.9,DEVICE_PERFORMANCE,No,No,Explicit app crashing and frequent freezing describe a device performance problem.,yes
2402247,"@AppleSupport Saudi arabia... 
hold on that doesn't make since!!
I'm paying $800$or $1000 But I can't use some apps like other people who I'm paying just like him!! 

I can see the problem clearly and if you guys don't see it i can tell you what's the problem and how to fix it.",PURCHASE_BILLING,No,No,Rambling complaint centered on paying full price but not getting equal app access; ambiguous with APPLE_SERVICE_ISSUE (regional App Store restrictions).,0.45,PURCHASE_BILLING,No,No,Complains about paying full price but lacking app access other paying users get.,yes
2404861,@AppleSupport where have my ringtones gone!!! Updated but now defaults to Apple ringtone.,IOS_UPDATE_ISSUE,No,No,Ringtones reset explicitly tied to updating.,0.75,IOS_UPDATE_ISSUE,No,No,Ringtones resetting to default is explicitly tied to updating the phone.,yes
2425868,@AppleSupport Random,CONTEXT_REQUIRED,No,Yes,Single word ('Random') with no other content.,0.85,CONTEXT_REQUIRED,No,Yes,Single word ('Random') with no other content to identify the issue.,yes
2433994,"@AppleSupport Hi, I have iPad Pro 10.5” with iOS 11.0.3 and noticed that Youtube app often delays the sound. It’s out of sync with video.",FEATURE_SETTINGS,No,No,YouTube app audio/video sync delay; ambiguous with DEVICE_PERFORMANCE (general lag).,0.5,FEATURE_SETTINGS,No,No,YouTube audio and video being out of sync is an app-behavior settings issue.,yes
2441828,@AppleSupport No. I have no way to get past it. I have to keep typing in the passwords until 1 time it decides they are correct. It's frustrating,ACCOUNT_LOGIN,No,No,Repeated password entry failures before eventually being accepted.,0.75,ACCOUNT_LOGIN,No,No,Repeated password entry failures before eventually being accepted describe a login problem.,yes
2447488,@AppleSupport That was fast lol,CONTEXT_REQUIRED,No,Yes,'That was fast lol' -- pure reaction.,0.9,CONTEXT_REQUIRED,No,Yes,'That was fast lol' is a pure reaction with no issue content.,yes
2468126,@AppleSupport Yes and it works. Does the iPhone 7 not have the restart with the side and the home button??,CONTEXT_REQUIRED,No,Yes,Leads with a reply fragment ('Yes and it works') before a self-contained question about restart button combos.,0.55,CONTEXT_REQUIRED,No,Yes,Leads with a reply fragment confirming unspecified prior context before a separate self-contained question.,yes
2481456,@AppleSupport DM sent. Ty.,CONTEXT_REQUIRED,No,Yes,'DM sent. Ty.' -- pure follow-up.,0.9,CONTEXT_REQUIRED,No,Yes,'DM sent. Ty.' is a pure follow-up with no issue content.,yes
2484312,"@AppleSupport updated 2 the latest iOS &amp; there seems 2 be a glitch, can’t turn ringer up or down using volume buttons (checked settings 2).",IOS_UPDATE_ISSUE,No,No,Ringer volume-button glitch explicitly tied to updating.,0.75,IOS_UPDATE_ISSUE,No,No,A volume-button glitch is explicitly tied to updating to the latest iOS.,yes
2492327,"Me: Why am I seeing ?'s when ""I"" is typed on my phone?

@711527: I feel like that’s literally the most important letter for their brand since it’s called “i” Phone. 
Otherwise it would just be Phone. 

@AppleSupport @115858 #fixitplease #iphone #phone",FEATURE_SETTINGS,No,No,"The 'I' autocorrect bug, described directly in the quoted question.",0.8,FEATURE_SETTINGS,No,No,Describes the 'I' autocorrect bug through a quoted conversation about the letter.,yes
2518190,@AppleSupport I have an iPhone 6s and just updated my phone to iOS 11.1.1 and yes I have tried restarting my phone.,CONTEXT_REQUIRED,No,Yes,"Confirms a troubleshooting step (restart) tried, without restating the underlying issue.",0.75,CONTEXT_REQUIRED,No,Yes,Confirms restarting the phone as a troubleshooting step without restating the underlying issue.,yes
2523422,@AppleSupport Yessir and it said the same thing when I tried logging in,CONTEXT_REQUIRED,No,Yes,"'It said the same thing when I tried logging in' -- strongly suggests ACCOUNT_LOGIN, but the actual error message is unspecified.",0.55,CONTEXT_REQUIRED,No,Yes,Says login showed 'the same thing' without specifying what that message or error was.,yes
2585648,@AppleSupport why am I️ getting strange characters in my messages when I️ use the letter I️?,FEATURE_SETTINGS,No,No,The 'I' autocorrect bug affecting Messages.,0.8,FEATURE_SETTINGS,No,No,Strange characters appearing for the letter 'I' is the known autocorrect feature bug.,yes
2586432,@AppleSupport I do see there is an update available I’m going to try that and see if that will fix it,CONTEXT_REQUIRED,No,Yes,Plans to try an available update to fix an unnamed 'it'.,0.75,CONTEXT_REQUIRED,No,Yes,Plans to try an available update to fix an unnamed 'it.',yes
2587917,@AppleSupport @231157 I think I need some help with the battery https://t.co/PYywAbGkF2,BATTERY_CHARGING,No,No,Vague but explicitly names battery as the topic needing help.,0.7,BATTERY_CHARGING,No,No,Vaguely but explicitly names the battery as the topic needing help.,yes
2618357,"@AppleSupport Hi good afternoon, my apologies for the show reply. Yeah both. I’ve tried everything. Basically as soon as try to download the blue circle keeps going around and around 10mins later still nothing. 1/2",APPLE_SERVICE_ISSUE,No,No,Download stuck spinning indefinitely; opens with 'Yeah both...I've tried everything' referencing unspecified prior context.,0.5,APPLE_SERVICE_ISSUE,No,No,A download stuck spinning indefinitely describes a service/download functionality problem.,yes
2628954,How come my debit card was added smoothly to Apple Pay on my watch but not my phone @AppleSupport it keeps saying invalid card but all the information is correct,APPLE_SERVICE_ISSUE,No,No,Apple Pay card addition failing ('invalid card') despite correct details.,0.85,APPLE_SERVICE_ISSUE,No,No,Apple Pay rejecting a card as 'invalid' despite correct details is a service issue.,yes
2639716,So @AppleSupport my phone just reset all my email accounts and numbers in my phone book Fam..,DEVICE_PERFORMANCE,No,No,Unexpected system-wide reset of email accounts/contacts; ambiguous with FEATURE_SETTINGS (settings/data reset).,0.55,DEVICE_PERFORMANCE,No,No,An unexpected reset of email accounts and contacts is a system-wide behavior glitch.,yes
2686846,@115858 #MacbookPro has been doing this on cycle none stop. Not sure what is happening. Any help? Purple ish screen @AppleSupport https://t.co/38UAmEJtvc,HARDWARE_REPAIR,No,No,Recurring purple-ish screen discoloration on a MacBook Pro -- a display hardware defect; some context ('doing this on cycle') is unclear.,0.55,HARDWARE_REPAIR,No,No,Recurring purple screen discoloration on a MacBook Pro is a display hardware defect.,yes
